ID,MFG ID,Title,Current Model,Plow Type,Blade Width Expanded,Blade Width Retracted,Blade Width Scoop,Angled Width Expanded,Angled Width Retracted,Angled Width Scoop,Blade Height Min,Blade Height Max,Blade Gauge,Blade Thickness,Weight,Blade Material,Plowshoes,Blade Cutting Edge Thickness,Blade Cutting Edge Height,Wing Cutting Edge Thickness,Wing Cutting Edge Height,Vertical Ribs,Diagonal Ribs,Trip Feature,Trip Springs,Trip Spring Type,Angle Cylinder Diameter,Angle Cylinder Length,Angle Cylinder Type,Lift Cylinder Diameter,Lift Cylinder Length,Lift Cylinder Type,Controls Style,Controls Type,Mount,Snow Deflector,Snow Catcher,Warranty,Notes,Image,Down Pressure,Paint,Primer,Closed Loop Electric,Led Lights,Price,Moving Capacity,SPN Rank,Youtube Video ID,PDF
173,5,"Power-V XT steel 8'2""",FALSE,vplow,98,88,81,85,0,0,37,37,11,,785,steel,optional,0.500,6,,,6,2,full blade,4,extension,1.5,10,single acting,2,10,,,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vXT_8-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,59,,
174,5,"Power-V XT steel 9'2""",FALSE,vplow,110,99,92,95,0,0,38,38,11,,842,steel,,0.500,6,,,8,2,full blade,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vXT_9-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,60,,
176,5,"Power-V DXT 8' 2""",FALSE,vplow,98,88,81,85,0,0,30,37.5,11,,868,steel,optional,,6,,,6,2,dual trip,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vDXT_8-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,60,,
177,5,"Power-V DXT poly 8'2""",FALSE,vplow,98,88,81,85,0,0,30,37.5,,0.375,878,poly,,0.500,6,,,6,2,dual trip,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vDXT_8-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,60,,
178,5,"Power-V DXT stainless 8'2""",FALSE,vplow,98,88,81,85,0,0,30,37.5,12,,920,stainless,optional,,6,,,6,2,dual trip,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vDXTss_8-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,60,,
179,5,"DXT steel 9'2""",FALSE,vplow,110,99,92,0,95,0,30,38.5,11,,925,steel,,,6,,,8,2,,4,,1.5,10,,,,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,61,,
180,5,"Power-V DXT poly 9'2""",FALSE,vplow,110,99,92,95,0,0,30,38.5,,0.375,935,poly,optional,0.500,6,,,8,2,dual trip,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vDXT_9-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,61,,
181,5,"Power-V DXT stainless 9'2""",FALSE,vplow,110,99,92,95,0,0,30,38.5,12,,977,stainless,optional,,6,,,8,2,dual trip,4,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,steel,2 years parts and labor,,plows_boss_vDXTss_9-2_2015.jpg,No,Powder Coat,No,No,optional,5,5,61,,
182,5,SXT Heavy Duty steel 10',FALSE,vplow,120,107,102,0,104,0,35,45,11,,1205,steel,,,6,,,8,2,,4,,2,10,,,12,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,67,,
183,5,DXT Heavy Duty 10',FALSE,straight,120,0,0,104,0,0,34.5,34.5,7,,1205,steel,included,0.500,6,,,8,2,full blade,6,extension,2,10,single acting,2.25,12,,both,wired,SmartHitch 2,optional,,2 years parts and labor,,default_boss_straight-plow.png,No,Powder Coat,No,No,optional,4,3,52,,
185,5,standardDuty poly 7'6',FALSE,straight,90,0,0,0,78,0,27.5,27.5,,0.375,633,poly,included,0.375,6,,,7,,full blade,3,extension,1.5,10,single acting,2,10,,both,wired,SmartHitch 2,optional,,2 years parts and labor,Plow weight does not include vehicle mount weight. Vehicle mount weight range = 75-105 lbs.,default_boss_straight-plow.png,No,Powder Coat,No,No,optional,4,2,45,,
186,5,"Power-V steel 7'6""",FALSE,vplow,90,81,74,0,77,0,30,30,14,,700,steel,optional,0.500,6,,,6,2,,4,,1.5,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,52,,
187,5,"Power-V steel 8'2""",FALSE,vplow,98,88,81,0,85,0,30,30,11,,770,steel,optional,0.500,6,,,6,2,,4,,,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,52,,
188,5,"Power-V steel 9'2""",FALSE,vplow,110,99,92,0,95,0,30,30,11,,838,steel,optional,0.500,6,,,8,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,Rubber,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,52,,
189,5,"Power-V XT steel 8'2""",FALSE,vplow,98,88,81,0,85,0,30,37,11,,785,steel,optional,0.500,6,,,6,2,,4,,1.5,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,59,,
190,5,"Power-V XT steel 9'2""",FALSE,vplow,110,99,92,0,95,0,30,38,11,,842,steel,optional,0.500,6,,,8,2,,4,,1.5,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,60,,
191,5,"poly Power-V XT 8'2""",FALSE,vplow,98,88,81,0,85,0,30,37,,0.375,795,poly,optional,0.500,6,,,6,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,Rubber Boot,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,59,,
192,5,"poly Power-V XT 9'2""",FALSE,vplow,110,99,92,0,95,0,30,38,,0.375,852,poly,optional,0.500,6,,,8,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,Rubber,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,60,,
193,5,"Heavy Duty steel 10'0""",FALSE,straight,120,0,0,104,0,0,34.5,34.5,7,,1205,steel,included,0.500,6,,,8,2,full blade,6,extension,2,10,single acting,2.25,12,,both,wired,SmartHitch 2,optional,,2 years parts and labor,,plows_boss_heavyDuty_10-0_2015.jpg,No,Powder Coat,No,No,optional,4,3,52,,
194,5,Power-V DXT 10',FALSE,vplow,120,107,102,104,0,0,34.5,34.5,11,,1105,steel,optional,1.500,6,,,8,2,full blade,4,extension,2,10,single acting,2.25,12,,both,wired,SmartHitch 2,optional,Rubber,2 years parts and labor,,plows_boss_vDXT_10-0_2015.jpg,No,Powder Coat,No,No,optional,5,5,57,,
198,5,Super Duty XT steel 8',FALSE,straight,96,0,0,83,0,0,32,32,11,,776,steel,included,0.500,8,,,7,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,,2 years parts and labor,,default_boss_straight-plow.png,No,Powder Coat,No,No,optional,4,3,49,,
200,5,"Super Duty XT steel 8'6""",FALSE,straight,102,0,0,88,0,0,32,32,11,,803,steel,included,0.500,8,,,7,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,,2 years parts and labor,,default_boss_straight-plow.png,No,Powder Coat,No,No,optional,4,3,49,,
202,5,Super Duty XT steel 9',FALSE,straight,108,0,0,0,93.5,0,32,32,11,,831,steel,included,0.500,10,,,7,2,full blade,4,extension,1.5,10,single acting,2,10,double acting,both,wired,SmartHitch 2,optional,,2 years parts and labor,,default_boss_straight-plow.png,No,Powder Coat,No,No,optional,4,3,49,,
210,5,"Power-V poly 8'2""",FALSE,vplow,98,88,81,0,84,0,30.5,30.5,,0.375,800,poly,optional,0.500,6,,,6,2,,4,,1.5,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,53,,
211,5,"Power- V poly 9'2""",FALSE,vplow,110,99,95,0,95,0,30.5,30.5,,0.375,866,poly,optional,0.500,6,,,8,2,,4,,1.5,10,,,10,,,wired,SmartHitch 2,,,2 years parts and labor,,default_boss_vee-plow.png,No,Powder Coat,No,No,optional,5,5,53,,
215,18,"22-6'-8""",TRUE,straight,80,0,0,69,0,0,22,22,,,275,poly,optional,0.250,4.5,,,4,2,full blade,2,,,,,,,,both,both,Drive In,,,2 Years,,plows_snoway_22-6-8_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,1,59,V9mntlAY85M,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_22_20141215.pdf
216,18,"29THD-8'-0""",TRUE,straight,96,0,0,83,0,0,29,29,,,630,steel,optional,0.500,6,,,6,,dual trip,2,,,,,,,,both,both,Drive In,,,2 Years,,plows_snoway_29-8-0-THD_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,2,66,oSyowWB7AeE,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_29thd_20141215.pdf
217,18,"29THD-7'-6""",TRUE,straight,90,0,0,77,0,0,29,29,,,614,steel,optional,0.500,6,,,6,,full blade,2,,,,,,,,both,both,Drive In,,,2 Years,,plows_snoway_29-7-6-THD_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,2,66,oSyowWB7AeE,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_29thd_20141215.pdf
218,18,"29HD-8'-0""",TRUE,straight,96,0,0,83,0,0,29,29,,,635,steel,optional,0.375,6,,,7,,full blade,2,,,,,,,,both,both,Drive In,,,2 Years,,plows_snoway_29-8-0-HD_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,2,66,,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_29hd_20141215.pdf
219,18,"32C-10'-0""",TRUE,straight,120,0,0,102,0,0,32,32,,,758,steel,optional,0.500,6,,,7,,full blade,2,,,,,,,,both,both,Drive In,optional,,2 Years,,plows_snoway_32-10-0-C_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,3,69,,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_32contractor_20141215.pdf
220,18,"32C-9'-0""",TRUE,straight,108,0,0,94,0,0,32,32,,,718,steel,optional,0.500,6,,,7,,full blade,2,,,,,,,,both,both,Drive In,optional,,2 Years,,plows_snoway_32-9-0-C_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,3,69,,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_32contractor_20141215.pdf
221,18,"32C-8'-6""",TRUE,straight,102,0,0,89,0,0,32,32,,,704,steel,optional,0.500,6,,,7,,full blade,2,,,,,,,,both,both,Drive In,optional,,2 Years,,plows_snoway_32-8-6-C_2015.jpg,Available,Powder Coat,Yes,Yes,No,4,3,69,,http://snowplownews.com/cm/pdfs/plowBrochure_snoway_32contractor_20141215.pdf
294,15,Drive Pro 5',TRUE,straight,60,0,0,54,0,0,22.5,22.5,14,,315,steel,optional,0.250,6,,,6,,full blade,2,,,,,,,,,,,,,5 Years,,meyer_DriveProsteel.jpg,,,,,,3,1,33,dljN_jcOmJ0,
295,15,Drive Pro 6',TRUE,straight,72,0,0,65,0,0,22.5,22.5,14,,350,steel,optional,0.250,6,,,6,,full blade,2,,,,,,,,,,,,,5 Years,,meyer_DriveProsteel.jpg,,,,,,3,1,33,dljN_jcOmJ0,
296,15,"Drive Pro 6' 8""",TRUE,straight,93,0,0,72,0,0,22.5,22.5,14,,375,steel,optional,0.375,6,,,6,,full blade,2,,,,,,,,,,,,,5 Years,,meyer_DriveProsteel.jpg,,,,,,3,1,33,dljN_jcOmJ0,
297,15,"Drive Pro 7' 6""",TRUE,straight,90,0,0,81,0,0,26,26,14,,400,steel,optional,0.375,6,,,6,,full blade,2,,,,,,,,,,,,,5 Years,,meyer_DriveProsteel.jpg,,,,,,3,2,36,dljN_jcOmJ0,
298,15,"Lot Pro LD 7' 5""",TRUE,straight,90,0,0,81,0,0,28,28,14,,575,steel,optional,0.375,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotProLD.jpg,,,,,,3,2,38,Q8Li8bLRz44,
299,15,"Lot Pro poly LD 7'5""",TRUE,straight,90,0,0,81,0,0,28,28,,0.375,620,poly,optional,0.375,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotProLD.jpg,,,,,,3,2,38,Q8Li8bLRz44,
300,15,"Lot Pro 7'5""",TRUE,straight,90,0,0,81,0,0,32,32,12,,773,steel,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
301,15,"Lot Pro poly 7'5""",TRUE,straight,90,0,0,81,0,0,32,32,,0.375,893,poly,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
302,15,Lot Pro 8',TRUE,straight,96,0,0,86,0,0,32,32,12,,820,steel,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
303,15,Lot Pro poly 8',TRUE,straight,96,0,0,86,0,0,32,32,,0.375,912,poly,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
304,15,"Lot Pro 8'5""",TRUE,straight,102,0,0,92,0,0,32,32,12,,835,steel,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
305,15,"Lot Pro poly 8'5""",TRUE,straight,102,0,0,92,0,0,32,32,,0.375,932,poly,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
306,15,Lot Pro 9',TRUE,straight,108,0,0,97,0,0,32,32,12,,843,steel,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
307,15,Lot Pro poly 9',TRUE,straight,108,0,0,97,0,0,32,32,,0.375,943,poly,optional,0.500,6,,,6,,full blade,4,,,,,,,,,,,,,5 Years,,meyer_LotPro.jpg,,,,,,3,3,42,Q8Li8bLRz44,
308,15,Road Pro 32 8,TRUE,straight,96,0,0,86,0,0,32,32,10,,908,steel,optional,0.500,6,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro32.jpg,,,,,,3,3,42,,
309,15,Road Pro 32 9,TRUE,straight,108,0,0,103,0,0,32,32,10,,925,steel,optional,0.500,6,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro32.jpg,,,,,,3,3,42,,
310,15,Road Pro 32 10,TRUE,straight,120,0,0,97,0,0,32,32,10,,943,steel,optional,0.500,6,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro32.jpg,,,,,,3,3,42,,
311,15,Road Pro 36 9,TRUE,straight,108,0,0,93,0,0,36,36,7,,1629,steel,optional,0.500,7,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro36steel.jpg,,,,,,3,3,46,,
312,15,Road Pro 36 10,TRUE,straight,120,0,0,104,0,0,36,36,7,,1683,steel,optional,0.500,8,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro36steel.jpg,,,,,,3,3,46,,
313,15,Road Pro 36 10,TRUE,straight,120,0,0,104,0,0,36,36,,0.375,1590,poly,optional,0.500,9,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro36poly.jpg,,,,,,3,3,46,,
314,15,Road Pro 36 10,TRUE,straight,120,0,0,104,0,0,36,36,7,,1923,steel,optional,0.750,6,,,8,,trip edge,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro36steel.jpg,,,,,,3,3,46,,
315,15,Road Pro 36 11,TRUE,straight,132,0,0,114,0,0,36,36,7,,1741,steel,optional,0.750,6,,,8,,full blade,6,,,,,,,,,,,,,5 Years,,meyer_RoadPro36steel.jpg,,,,,,3,3,46,,
316,15,Diamond Edge 7.5,TRUE,straight,90,0,0,82,0,0,32.5,32.5,12,,828,steel,optional,0.500,6,,,6,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_DiamondEdge.jpg,,,,,,3,3,43,pGF6gYNPQLg,
317,15,Diamond Edge 8,TRUE,straight,96,0,0,87,0,0,32.5,32.5,12,,855,steel,optional,0.500,6,,,6,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_DiamondEdge.jpg,,,,,,3,3,43,pGF6gYNPQLg,
318,15,Diamond Edge 8.5,TRUE,straight,102,0,0,92,0,0,32.5,32.5,12,,885,steel,optional,0.500,6,,,6,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_DiamondEdge.jpg,,,,,,3,3,43,pGF6gYNPQLg,
319,15,Diamond Edge 9,TRUE,straight,108,0,0,98,0,0,32.5,32.5,12,,905,steel,optional,0.500,6,,,6,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_DiamondEdge.jpg,,,,,,3,3,43,pGF6gYNPQLg,
320,15,Super-V LD 7.5,TRUE,vplow,90,0,0,81,0,0,28,28,14,,582,steel,optional,0.375,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV_LD.jpg,,,,,,4,4,43,jm6XcOYNiHY,
321,15,Super-V 8.5,TRUE,vplow,102,0,0,88,0,0,30.5,30.5,12,,900,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV.jpg,,,,,,4,5,46,jm6XcOYNiHY,
322,15,Super-V 9.5,TRUE,vplow,114,0,0,99,0,0,30.5,30.5,12,,940,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV.jpg,,,,,,4,5,46,jm6XcOYNiHY,
323,15,Super-V2 8.5,TRUE,vplow,102,0,0,88,0,0,29.5,38.25,12,,954,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV2.jpg,,,,,,4,5,53,5Qgh2SBVbu0,
324,15,Super-V2 9.5,TRUE,vplow,114,0,0,99,0,0,29.5,39.5,12,,994,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV2.jpg,,,,,,4,5,55,5Qgh2SBVbu0,
325,15,Super-V2 10.5,TRUE,vplow,126,0,0,109,0,0,29.5,40.5,12,,1034,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV2.jpg,,,,,,4,5,56,5Qgh2SBVbu0,
326,15,Super-V2 stainless steel 8.5,TRUE,vplow,102,0,0,88,0,0,29.5,38.25,12,,1086,,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV2_SS.jpg,,,,,,4,5,53,5Qgh2SBVbu0,
327,15,Super-V2 stainless steel 9.5,TRUE,vplow,114,0,0,99,0,0,29.5,39.5,12,,1134,,optional,0.500,6,,,8,,trip edge,4,,,,,,,,,,,,,5 Years,,meyer_SuperV2_SS.jpg,,,,,,4,5,55,5Qgh2SBVbu0,
365,5,"HTX - 7'6""",TRUE,vplow,90,0,0,77,0,0,25,32,14,,490,steel,optional,0.375,6,,,8,,full blade,2,,,,,,,,both,wired,HTX,optional,Yes,2 Years,,default_boss_vee-plow.png,,,,,,5,5,44,,
366,5,"XT - 7'6""",TRUE,vplow,90,0,0,77,0,0,30,36,14,,713,steel,optional,0.500,6,,,8,,full blade,4,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_XT_poly_3-4_SL3.jpg,,,,,,5,5,48,,
367,5,"DXT - 8'2""",TRUE,vplow,98,0,0,85,0,0,30,37,11,,868,steel,optional,0.500,6,,,8,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_steel_DXT_Front.jpg,,,,,,5,5,49,,
368,5,"DXT - 8'2""",TRUE,vplow,98,0,0,85,0,0,30,37,,0.375,878,poly,optional,0.500,6,,,8,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_steel_DXT_Front.jpg,,,,,,5,5,49,,
369,5,"DXT - 8'2""",TRUE,vplow,98,0,0,85,0,0,30,37,12,,920,stainless,optional,0.500,6,,,8,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_DXT_Front_000.jpg,,,,,,5,5,49,,
370,5,"DXT - 9'2""",TRUE,vplow,110,0,0,95,0,0,30,38.5,11,,925,steel,optional,0.500,6,,,10,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_steel_DXT_Front.jpg,,,,,,5,5,51,,
371,5,"DXT - 9'2""",TRUE,vplow,110,0,0,95,0,0,30,37,,,935,poly,optional,0.500,6,,,10,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_steel_DXT_Front.jpg,,,,,,5,5,49,,
372,5,"DXT - 9'2""",TRUE,vplow,110,0,0,95,0,0,30,37,12,,977,stainless,optional,0.500,6,,,10,,dual trip,7,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_DXT_Front_000.jpg,,,,,,5,5,49,,
373,5,"XT - 8'2""",TRUE,vplow,98,0,0,85,0,0,30,37,11,,785,steel,optional,0.500,6,,,8,,full blade,4,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_XT_poly_3-4_SL3.jpg,,,,,,5,5,49,,
374,5,"XT - 8'2""",TRUE,vplow,98,0,0,85,0,0,30,37,,0.375,795,poly,optional,0.500,6,,,8,,full blade,4,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_XT_poly_3-4_SL3.jpg,,,,,,5,5,49,,
375,5,"XT - 9'2""",TRUE,vplow,110,0,0,85,0,0,30,38,11,,842,steel,optional,0.500,6,,,10,,full blade,4,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_XT_poly_3-4_SL3.jpg,,,,,,5,5,50,,
376,5,"XT - 9'2""",TRUE,vplow,110,0,0,95,0,0,30,38,,0.375,852,poly,optional,0.500,6,,,10,,full blade,4,,,,,,,,both,wired,RT3,optional,Yes,2 Years,,plows_boss_XT_poly_3-4_SL3.jpg,,,,,,5,5,50,,
377,5,DXT - 10',TRUE,vplow,120,0,0,104,0,0,35,45,11,,1205,steel,optional,0.500,6,,,10,,dual trip,4,,,,,,,,both,wired,Heavy duty,optional,Yes,2 years,,plows_boss_steel_DXT_Front.jpg,,,,,,5,5,57,,
378,5,HTX - 7',TRUE,straight,84,0,0,73,0,0,26,26,14,,393,steel,optional,0.250,6,,,6,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_steel_HTX_3-4_front.jpg,,,,,,4,2,33,,
379,5,HTX - 7',TRUE,straight,84,0,0,73,0,0,26,26,,0.250,367,poly,optional,0.250,6,,,6,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_steel_HTX_3-4_front.jpg,,,,,,4,2,33,,
380,5,HTX - 7',TRUE,straight,84,0,0,73,0,0,26,26,14,,393,stainless,optional,0.250,6,,,6,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_SS_HTX_3-4_front.jpg,,,,,,4,2,33,,
381,5,"HTX - 7'6""",TRUE,straight,90,0,0,78,0,0,26,26,14,,440,steel,optional,0.375,6,,,8,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_steel_HTX_3-4_front.jpg,,,,,,4,2,33,,
382,5,"HTX - 7'6""",TRUE,straight,90,0,0,78,0,0,26,26,,0.250,416,poly,optional,0.375,6,,,8,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_steel_HTX_3-4_front.jpg,,,,,,4,2,33,,
383,5,"HTX - 7'6""",TRUE,straight,90,0,0,78,0,0,26,26,14,,440,,optional,0.375,6,,,8,,full blade,2,,,,,,,,both,wired,HTX,optional,No,2 Years,,plows_boss_SS_HTX_3-4_front.jpg,,,,,,4,2,33,,
384,5,"standardDuty - 7'6""",TRUE,straight,90,0,0,78,0,0,27.5,27.5,14,,597,steel,optional,0.375,6,,,7,,full blade,3,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,35,,
385,5,"Super Duty - 7'6""",TRUE,straight,90,0,0,78,0,0,29,29,11,,680,steel,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
386,5,"Super Duty - 7'6""",TRUE,straight,90,0,0,78,0,0,29,29,,0.375,706,poly,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
387,5,Super Duty - 8'0,TRUE,straight,96,0,0,83,0,0,29,29,11,,698,steel,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
388,5,Super Duty - 8'0,TRUE,straight,96,0,0,83,0,0,29,29,,0.375,722,poly,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
389,5,Super Duty - 8'0,TRUE,straight,96,0,0,83,0,0,29,29,14,,747,stainless,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,plows_boss_SS_SuprDuty_3_4_Front.jpg,,,,,,4,2,36,,
390,5,"Super Duty - 8'6""",TRUE,straight,102,0,0,88,0,0,29,29,11,,720,steel,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
391,5,"Super Duty - 9'0""",TRUE,straight,108,0,0,93.5,0,0,29,29,11,,742,steel,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,2,36,,
392,5,"Super Duty - 9'0""",TRUE,straight,108,0,0,93.5,0,0,29,29,14,,794,stainless,optional,0.500,6,,,9,,full blade,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,plows_boss_SS_SuprDuty_3_4_Front.jpg,,,,,,4,2,36,,
393,5,"trip edge - 7'6""",TRUE,straight,90,0,0,78,0,0,31,31,11,,772,steel,optional,0.500,6,,,8,,trip edge,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,default_boss_straight-plow.png,,,,,,4,3,38,,
394,5,"trip edge - 7'6""",TRUE,straight,90,0,0,78,0,0,31,31,14,,831,stainless,optional,0.500,6,,,8,,trip edge,4,,,,,,,,both,wired,RT3,optional,No,2 Years,,plows_boss_SS_SuprDuty_3_4_Front.jpg,,,,,,4,3,38,,
